lead_id,company,domain,website,source_query,title,description,emails,email_titles,email_phones,email_names,phones,contact_page,linkedin,detected_tech,categories,reseller_score,priority,reasons,suggested_angle,status,country,country_name,notes,crawled_at
masar_ma,Masar,masar.ma,https://masar.ma/,digitalbyrå nettsider norge,تسجيل الدخول والإطلاع على النقط - Massar Service 2026,"لتسجيل الدخول إلى مسار متمدرس Moutamadris Massar 2026 يجب الحصول على بيانات الولوج من الحراسة العامة لمؤسسة التلميذ, تتكون البيانات ... Read more",,,,,,https://masar.ma/about/,,wordpress,"ai_interest, communication, seo, support, web_agency, wordpress",52,B,agency kw x1 (+10); wordpress x2 (+16); seo x1 (+5); ai interest x2 (+14),AI search as SEO + WordPress differentiator,New,NO,Norway,,2026-05-25T07:37:46+00:00
www_bill_com,Bill,bill.com,https://www.bill.com/,webutvikling norge,BILL | Financial Operations Platform for Businesses & Firms,"The AP, AR, and spend & expense solution that lets you create and pay bills, manage expenses, control budgets, and get the credit your business/firm needs to grow.",,,,,,https://www.bill.com/about-us,https://www.linkedin.com/company/bill,"contentful, webflow","ai_interest, communication, seo, support, web_agency, wordpress",52,B,agency kw x1 (+10); agency phrases x1 (+8); wordpress x1 (+8); seo x1 (+5); ai interest x2 (+14),AI search as SEO + WordPress differentiator,New,NO,Norway,,2026-05-25T07:38:04+00:00
stripe_com,Stripe,stripe.com,https://stripe.com/resources/more/international-payments-101-what-they-are-and-how-they-work,webutvikling norge,International payments 101: The essential guide | Stripe,"International payments are a prominent feature of the globalised economy. From types of payments to best practices, here’s what you need to know.","jane@example.com, sales@stripe.com",", ",", ",", ",,https://stripe.com/en-no/contact/sales,,,"ai_interest, communication, seo, support, web_agency, wordpress",52,B,agency kw x1 (+10); agency phrases x1 (+8); wordpress x1 (+8); seo x1 (+5); ai interest x2 (+14),AI search as SEO + WordPress differentiator,New,NO,Norway,,2026-05-25T07:38:15+00:00
maps_adac_de,Adac,adac.de,https://maps.adac.de/routenplaner/route-von-berlin-nach-potsdam,digitalbyrå nettsider norge,Route Berlin - Potsdam mit Karte & Verkehr | ADAC Maps,"▷ Strecke ▷ Verkehr ▷ Stauinfo. Details zu Fahrzeit, Kosten, Tankstellen, Spritpreise & sehenswerte Orte. Jetzt Route Berlin - Potsdam planen.","maps@adac.de, webnotruf@adac.de",", ","+47 21 81 29 48, ","Zur Startseite, ",,https://www.adac.de/kontakt-zum-adac/,https://de.linkedin.com/company/adac,,"ai_interest, communication, seo, support, web_agency, wordpress",52,B,agency kw x1 (+10); agency phrases x1 (+8); wordpress x1 (+8); seo x1 (+5); ai interest x2 (+14),AI search as SEO + WordPress differentiator,New,NO,Norway,,2026-05-25T07:39:46+00:00
dreamsinterpretationz_com,Dreamsinterpretationz,dreamsinterpretationz.com,https://dreamsinterpretationz.com/%D8%AA%D9%81%D8%B3%D9%8A%D8%B1-%D8%AD%D9%84%D9%85-%D8%A7%D8%AE%D8%B0-%D8%A7%D9%84%D9%81%D9%84%D9%88%D8%B3-%D9%85%D9%86-%D8%A7%D9%84%D9%85%D9%8A%D8%AA/,digitalbyrå nettsider norge,اعرف أهم 100 تفسير لابن سيرين لحلم اخذ الفلوس من الميت في المنام - تفسير الاحلام لابن سيرين,تفسير حلم اخذ الفلوس من الميت  في تفسيرات الأحلام؛ أخذ النقود من الميت في المنام دليل على استعادة الأموال التي سلب من الحالم أو من أشخاص قريبين. رؤية أخذ,,,,,,,,wordpress,"ai_interest, communication, seo, support, web_agency, wordpress",52,B,agency kw x1 (+10); wordpress x2 (+16); seo x1 (+5); ai interest x2 (+14),AI search as SEO + WordPress differentiator,New,NO,Norway,,2026-05-25T07:40:44+00:00
7news_com_au,7news,7news.com.au,https://7news.com.au/business/cryptocurrency,digitalbyrå nettsider norge,"Cryptocurrency News: Latest & Breaking Cryptocurrency News, Updates and Today's Headlines from Australia | 7NEWS","7NEWS brings you the latest Cryptocurrency news from Australia and around the world. Stay up to date with all of the breaking Cryptocurrency headlines. Today's Cryptocurrency news, live updates & all the latest breaking stories from 7NEWS.","7nd@seven.com.au, 7ndtips@seven.com.au, aiedwards@seven.com.au, brluff@seven.com.au, cameron@7sport.com.au, clipsales@seven.com.au, dhuang@seven.com.au, dtassell@seven.com.au, fpawle@seven.com.au, glenn@7sport.com.au, kloesche@seven.com.au, lthomson@seven.com.au, skeszler@seven.com.au, skunvarji@seven.com.au, smeacham@seven.com.au",", , Lead"",""biography"":""Aimee Edwards is the Morning TV Digital C, , chief sub-editor and production editor for AFL.com.au, a pos, , , Lead Journalist of the W, , lead-tributes-c-22333952"",""promotionType"":undefined,""allowCo, , , , , Chief of Staff","+47 21 75 29 83, +47 62 79 61 29, , +47 22 33 39 53, +47 22 28 31 06, +47 62 79 61 29, +47 21 75 29 83, +47 21 75 29 83, +47 22 28 31 06, +47 22 28 31 06, +47 21 75 29 83, +47 22 33 39 53, +47 22 28 31 06, +47 22 33 39 53, +47 21 75 29 83","Cryptocurrency News, Clear Search Input, , Seven Network, Seven Network, Clear Search Input, Cryptocurrency News, Cryptocurrency News, Seven Network, Seven Network, Cryptocurrency News, Seven Network, Seven Network, Seven Network, Cryptocurrency News",,https://7news.com.au/contact-us,,contentful,"ai_interest, communication, seo, support, web_agency, wordpress",52,B,agency kw x1 (+10); agency phrases x1 (+8); wordpress x1 (+8); seo x1 (+5); ai interest x2 (+14),AI search as SEO + WordPress differentiator,New,NO,Norway,,2026-05-25T07:42:59+00:00
www_bigsmile_be,Bigsmile,bigsmile.be,http://www.bigsmile.be/,Sortlist BE – web design,Big Smile Agency - Agence digitale Bruxelles,"Agence digitale spécialisée dans le Display Advertising (Banners, Leaderboards, Skyscrapers, IMU, Splash pages, Expandables...)",,,,,,,,Magento,"ai_interest, communication, web_agency",51,C - Maybe,"web_agency: agence digitale, website; communication: content; ai_interest: ai","Focus on public-information sites: help visitors find answers across pages, PDFs and articles.",New,BE,Belgium,,2026-05-24T23:04:33+00:00
www_andafter_fr,Andafter,andafter.fr,http://www.andafter.fr/,Sortlist FR – web design,Agence digitale And After : Strat. Design. Dév.,"Agence digitale And After : stratégie, conception, UX, design, développement, branding, e/m commerce, applications. Nous propulsons vos ambitions avec une vraie culture du résultat !",hello@andafter.fr,,+33 1 43 65 20 21,,"+33 1 43 65 20 21, +33 3 31 87 43 70, +33 4 77 91 21 91",,https://www.linkedin.com/company/and-after/,Magento,"ai_interest, communication, web_agency",51,C - Maybe,"web_agency: agence digitale, website; communication: content; ai_interest: ia, ai","Focus on public-information sites: help visitors find answers across pages, PDFs and articles.",New,FR,France,,2026-05-24T23:13:19+00:00
growthpandaagency_com,Growthpandaagency,growthpandaagency.com,http://growthpandaagency.com/,Sortlist HU – digital agencies,Growth Panda - Marketing Agency,Measurement Driven Marketing Agency with a mission to help companies building an online marketing system which delivers real results with real proof.,info@growthpandaagency.com,,,,+36 30 217 7575,http://growthpandaagency.com/#contact,,HubSpot,"ai_interest, communication, wordpress",51,C - Maybe,wordpress: divi; communication: content; ai_interest: ai,Replace HubSpot's basic search with BlueSearch for smarter lead-capture on client portals.,New,HU,Hungary,,2026-05-24T23:21:22+00:00
non_linear_studio,Non Linear,non-linear.studio,https://non-linear.studio/,Sortlist EE – web design,Non-Linear Studio — Design Studio Building Tomorrow’s Brands,"Independent creative studio crafting digital experiences connecting design and technology, with offices in New York City, the Wasatch Mountains of Utah and the Baltic Sea in Tallinn.",hello@non-linear.studio,,,,,https://non-linear.studio/contact,https://www.linkedin.com/company/non-linear-studio/,"Astro v5.12.0, Magento, Sanity","ai_interest, communication, web_agency",51,C - Maybe,web_agency: website; communication: content; ai_interest: ai,"Focus on public-information sites: help visitors find answers across pages, PDFs and articles.",New,EE,Estonia,,2026-05-24T23:21:47+00:00
peeramid_xyz,Peeramid,peeramid.xyz,https://peeramid.xyz/,Sortlist LV – web design,NSED by Peeramid Labs | Frontier AI Reasoning. Your Infrastructure.,"15-30% better reasoning from your existing LLMs. Multi-agent deliberation with full audit trail, human-in-the-loop control, and on-prem deployment. Source-available.",contact@peeramid.xyz,,,Peeramid Labs,,,,,"ai_interest, communication, web_agency",51,C - Maybe,web_agency: website; communication: content; ai_interest: ai,"Focus on public-information sites: help visitors find answers across pages, PDFs and articles.",New,LV,Latvia,,2026-05-24T23:23:54+00:00
alphabaltic_lv,Alphabaltic,alphabaltic.lv,https://alphabaltic.lv/,Sortlist LV – digital agencies,Home – Alpha agency,,office@alphabaltic.com,,,,,https://alphabaltic.com/en/about-us,https://www.linkedin.com/company/alphabaltic/,Magento,"ai_interest, communication, web_agency",51,C - Maybe,"web_agency: website; communication: content, public relations; ai_interest: ai","Focus on public-information sites: help visitors find answers across pages, PDFs and articles.",New,LV,Latvia,,2026-05-24T23:23:59+00:00
palabras_con_org,Palabras Con,palabras-con.org,https://palabras-con.org/,seo agentur deutschland,Palabras ~ Significado | Ejemplos | Buscar palabras,"El portal de las palabras, con ejemplos, significados, imágenes, clasificaciones y listas de palabras con cada letra del abecedario.",,,,,,,,WordPress,"ai_interest, communication, wordpress",51,C - Maybe,"wordpress: wp-content, divi; communication: content; ai_interest: ai","Focus on public-information sites: help visitors find answers across pages, PDFs and articles.",New,DE,Germany,,2026-05-24T23:48:23+00:00
www_meteo_paris_com,Meteo Paris,meteo-paris.com,https://www.meteo-paris.com/,webagentur frankfurt,Météo Paris 75000 – Prévisions à 15 jours fiables,"Ce lundi, à Paris : même temps extrêmement chaud pour une fin mai - **vous utilisez l'appli. meteo-paris ? retrouvez paris sur meteo-villes ;) (Matin 21°C, Après-midi 34°C, Soir 30°C, Nuit 24°C).",,,,,,https://www.meteo-paris.com/contact,,Magento,"ai_interest, communication, wordpress",51,C - Maybe,wordpress: divi; communication: content; ai_interest: ai,"Focus on public-information sites: help visitors find answers across pages, PDFs and articles.",New,DE,Germany,,2026-05-24T23:49:02+00:00
things_recmg_com,Recmg,recmg.com,https://things.recmg.com/zh-TW/tech/blogs/how-to-get-windows-10-file-explorer-in-windows-11/,frontend entwicklung agentur deutschland,如何在 Windows 11 中取得 Windows 10 檔案總管 - Thing's Blog,如果您錯過了 Windows 10 檔案總管，我們有 4 種不同的方法來找回它。,admin@things.recmg.com,,+49 202 40725,Featured-Image,"+49 202 10409, +49 202 10820, +49 202 40725, +49 202 50429, +49 202 50605, +49 202 50822, +49 202 51010, +49 202 51108, +49 202 51128, +49 202 51201, +49 202 60108",https://recmg.com/about/,,WordPress,"ai_interest, communication, wordpress",51,C - Maybe,"wordpress: wordpress, wp-content, divi; communication: content; ai_interest: ki, ai","Focus on public-information sites: help visitors find answers across pages, PDFs and articles.",New,DE,Germany,,2026-05-24T23:49:08+00:00
www_xiaohongshu_com,Xiaohongshu,xiaohongshu.com,https://www.xiaohongshu.com/,webagentur leipzig,小红书 - 你的生活兴趣社区,,,,,,"+49 201 42026, +49 202 30144, +49 202 41344086, +49 2201 50021, +49 40 06676810, +49 9501 3888",,,Magento,"ai_interest, communication, wordpress",51,C - Maybe,"wordpress: divi; communication: content; ai_interest: ki, ai","Focus on public-information sites: help visitors find answers across pages, PDFs and articles.",New,DE,Germany,,2026-05-24T23:49:37+00:00
www_arboportaal_nl,Arboportaal,arboportaal.nl,https://www.arboportaal.nl/onderwerpen/inrichting-werkvloer/arbeidsplaatsen/kantoorwerkplekken,strapi agentur deutschland,Kantoorwerkplekken | Arboportaal,"In het Arbobesluit zijn richtlijnen opgenomen voor kantoorwerkplekken, zodat kantoren veilig en gezond kunnen worden ingericht. Ook zijn er een aantal concrete normen voor kantoorwerkplekken opgesteld door NEN.","arboportaal@minszw.nl, ehempel@domain.nl, example@mail.com, voorbeeld@domein.nl",", , , ",", +49 361 52169, +49 361 52169, +49 361 52169",", Rich Text Format, Rich Text Format, Rich Text Format",+49 9080 12509,https://www.arboportaal.nl/service/contact,,Magento,"ai_interest, communication, web_agency",51,C - Maybe,"web_agency: homepage; communication: content; ai_interest: ki, ai","Focus on public-information sites: help visitors find answers across pages, PDFs and articles.",New,DE,Germany,,2026-05-24T23:53:28+00:00
www_pornhubpremium_com,Pornhubpremium,pornhubpremium.com,https://www.pornhubpremium.com/,digitalagentur websites deutschland,Schaue die besten Premium HD Pornos | Pornhub Premium home,"Pornhub Premium ist die ultimative Quelle für HD Pornos mit deinen Lieblingspornostars, ohne Werbungen. Genieße die geilsten Premium Pornos jetzt online!",,,,,,,,,"ai_interest, communication, support, web_agency, wordpress",51,B,agency kw x1 (+10); agency phrases x1 (+8); wordpress x1 (+8); ai interest x2 (+14),AI-powered search for WordPress/WooCommerce client sites,New,DE,Germany,,2026-05-24T23:58:06+00:00
www_going_com,Going,going.com,https://www.going.com/guides/how-to-use-google-flights,digitaal bureau websites nederland,How to Use Google Flights to Find Cheap Flights (2026),"Master Google Flights in 2026: flexible dates, multi-airport search, baggage filters, price tracking, and pro tips to find the cheapest flights every time.",,,,,,https://www.going.com/guides/what-you-need-to-know-about-hidden-city-ticketing,https://www.linkedin.com/company/going/,nextjs,"ai_interest, communication, seo, support, web_agency",51,B,agency kw x1 (+10); agency phrases x1 (+8); seo x1 (+5); ai interest x2 (+14),AI search as SEO upsell for existing clients,New,NL,Netherlands,,2026-05-25T00:16:27+00:00
www_yourdictionary_com,Yourdictionary,yourdictionary.com,https://www.yourdictionary.com/articles/braces-usage,webbureau rotterdam,How To Use Braces { } as Punctuation | YourDictionary,"Braces, also referred to as “curly brackets,” are not used very often. Still, there’s a right and wrong way to use them in formal writing, which you may need to know.","admin@lovetoknow.com, admin@yourdictionary.com, u003eadmin@lovetoknow.com",", , ",", , ","Marc Boswell, How To Use, These Terms",,https://www.yourdictionary.com/about/terms-of-use.html,,wordpress,"ai_interest, communication, support, web_agency, wordpress",51,B,agency kw x1 (+10); agency phrases x1 (+8); wordpress x2 (+16); ai interest x1 (+7),AI-powered search for WordPress/WooCommerce client sites,New,NL,Netherlands,,2026-05-25T00:56:12+00:00
podborkino_com,Podborkino,podborkino.com,https://podborkino.com/luchshie-filmy-pro-snajperov,webbureau groningen,"39 лучших фильмов про снайперов, которые бьют точно в цель","Подборка лучших фильмов и сериалов про снайперов. Истории о легендарных стрелках, от реальных героев войны до вымышленных персонажей, которые вершат правосудие с помощью своей винтовки.","alex@podborkino.com, john@example.com",", ",", ",", ",,https://podborkino.com/contact,,"elementor, wordpress","ai_interest, communication, seo, support, wordpress",51,B,agency phrases x1 (+8); wordpress x3 (+24); seo x1 (+5); ai interest x1 (+7),AI search as SEO + WordPress differentiator,New,NL,Netherlands,,2026-05-25T01:04:03+00:00
www_seroundtable_com,Seroundtable,seroundtable.com,https://www.seroundtable.com/bing-expandable-related-searches-40027.html,digitaal bureau rotterdam,Bing Testing Related Searches That Expand To More,"Microsoft is testing expandable related searches in the Bing Search results. When you hover your mouse cursor over the related searches, Bing will load more below them.",name@company.com,,,,,https://www.seroundtable.com/contact.php,,,"ai_interest, communication, seo, web_agency, wordpress",51,B,agency kw x1 (+10); wordpress x1 (+8); seo x3 (+15); ai interest x2 (+14),AI search as SEO + WordPress differentiator,New,NL,Netherlands,,2026-05-25T01:23:55+00:00
cryptolinks_com,Cryptolinks,cryptolinks.com,https://cryptolinks.com/,episerver bureau nederland,CryptoLinks: Best Crypto & Bitcoin Sites | Trusted Reviews & Top Resources,"Cryptolinks is your trusted guide to the best crypto & Bitcoin sites in 2026. Discover top cryptocurrency exchanges, safest altcoin wallets, latest crypto news, Bitcoin mining tips, DeFi resources, and more.",email@gmail.com,,+31 161 430 039,Best Crypto,,https://cryptolinks.com/about,,"nextjs, wordpress","ai_interest, communication, support, web_agency, wordpress",51,B,agency kw x1 (+10); agency phrases x1 (+8); wordpress x2 (+16); ai interest x1 (+7),AI-powered search for WordPress/WooCommerce client sites,New,NL,Netherlands,,2026-05-25T01:28:14+00:00
tecadmin_net,Tecadmin,tecadmin.net,https://tecadmin.net/install-homebrew-macos/,magento bureau nederland,Step-by-Step Guide to Installing Homebrew on macOS,A Step-by-Step Guide to Installing Homebrew on macOS: Simplifying Package Management for Developers. Installing brew on macOS,,,,,,https://tecadmin.net/about/,,wordpress,"ai_interest, communication, support, web_agency, wordpress",51,B,agency kw x1 (+10); agency phrases x1 (+8); wordpress x2 (+16); ai interest x1 (+7),AI-powered search for WordPress/WooCommerce client sites,New,NL,Netherlands,,2026-05-25T01:38:15+00:00
themarfoods_com,Themarfoods,themarfoods.com,https://themarfoods.com/,magento webontwikkeling nederland,ثمار فلافل,,,,,,,,https://www.linkedin.com/company/falafelthemar/,wordpress,"ai_interest, communication, support, web_agency, wordpress",51,B,agency kw x1 (+10); agency phrases x1 (+8); wordpress x2 (+16); ai interest x1 (+7),AI-powered search for WordPress/WooCommerce client sites,New,NL,Netherlands,,2026-05-25T01:39:12+00:00
scoodia_se,Scoodia,scoodia.se,https://scoodia.se/,Sortlist SE – web development,Scoodia,Scoodia application,info@scoodia.se,,+46 44 000 44,John Davis,+46 70 890 21 11,,https://linkedin.com/company/scoodia,Magento,"ai_interest, communication, public_sector",50,C - Maybe,communication: content; public_sector: region; ai_interest: ai; has services/customers/cases language; offers maintenance/support,"Focus on public-information sites: help visitors find answers across pages, PDFs and articles.",New,SE,Sweden,,2026-05-24T22:38:52+00:00
www_kern_it_be,Kern It,kern-it.be,https://www.kern-it.be/,Sortlist BE – web development,"Développement logiciel, IA & ERP sur mesure à Bruxelles | KERN-IT","KERN-IT, société belge d'ingénierie logicielle à Bruxelles. Développement sur mesure d'ERP, CRM, SaaS, plateformes métier, outils de cartographie et solutions IA.","contact@kern-it.be, info@kern-it.be, jobs@kern-it.be",", , ",", +32 2 660 73 05, +32 2 660 73 05",", Fondation Roi Baudoin, Fondation Roi Baudoin",+32 2 219 42 60,https://www.kern-it.be/fr/contact/,https://www.linkedin.com/company/kern-it-company,Magento,"ai_interest, communication, web_agency, wordpress",50,C - Maybe,"web_agency: website, web design; wordpress: divi; communication: content; ai_interest: ai, intelligence artificielle; has services/customers/cases language; offers maintenance/support; agency language: nos clients, partner; NON-AGENCY penalty (café, comptabilité): -60","Focus on public-information sites: help visitors find answers across pages, PDFs and articles.",New,BE,Belgium,,2026-05-24T23:05:10+00:00
brandbackup_pl,Brandbackup,brandbackup.pl,https://brandbackup.pl/,Sortlist PL – web design,Brand Backup,,kontakt@brandbackup.pl,,,,,https://brandbackup.pl/about/en,https://www.linkedin.com/company/brand-backup,Magento,"ai_interest, communication",50,C - Maybe,communication: content; ai_interest: ai; has services/customers/cases language; offers maintenance/support; agency language: portfolio,"Focus on public-information sites: help visitors find answers across pages, PDFs and articles.",New,PL,Poland,,2026-05-24T23:19:10+00:00
wisemonks_com,Wisemonks,wisemonks.com,https://wisemonks.com/,Sortlist LT – web development,WiseMonks,We build custom AI solutions tailored to your business needs. Our team of AI experts will help you integrate AI into your business processes.,,,,,,https://wisemonks.com/about-ai,,,"ai_interest, communication",50,C - Maybe,communication: content; ai_interest: ai; has services/customers/cases language; offers maintenance/support; agency language: portfolio,"Focus on public-information sites: help visitors find answers across pages, PDFs and articles.",New,LT,Lithuania,,2026-05-24T23:24:33+00:00
www_tennantco_com,Tennantco,tennantco.com,https://www.tennantco.com/en_us.html,digitalagentur berlin,Industrial & Commercial Floor Cleaning Machines | Tennant,"Tennant Company manufactures and services quality floor sweepers,  floor scrubbers, and other floor cleaning machines and equipment for customers to effectively clean spaces addressing indoor and outdoor cleaning challenges.",csparts@tennantco.com,,,,"+49 180 0 5538033, +49 180 0 55380337",https://www.tennantco.com/en_us/contact-us.html,https://www.linkedin.com/company/tennant-company,"DotNetNuke, Magento","ai_interest, communication",50,C - Maybe,"communication: content; ai_interest: ki, ai; has services/customers/cases language; offers maintenance/support; agency language: case study","Focus on public-information sites: help visitors find answers across pages, PDFs and articles.",New,DE,Germany,,2026-05-24T23:49:47+00:00
whatsapp_messenger_ar_uptodown_com,Uptodown,uptodown.com,https://whatsapp-messenger.ar.uptodown.com/android,digitalagentur münchen,WhatsApp Messenger 2.26.20.71 لـAndroid - قم بتنزيل ملف APK الموثوق من Uptodown,قم بتنزيل تطبيق APK لـ WhatsApp Messenger لـ Android‏ مجانا . الطريقة الأسهل والأكثر ملاءمة للدردشة مع أصدقائك. WhatsApp Messenger هو الأكثر شهرة في العالم...,,,,,"+49 202 52026, +49 2261 871, +49 2261 872, +49 2261 873, +49 2261 970, +49 2261 974, +49 2262 070, +49 2262 071, +49 2262 07123, +49 3764 458066452, +49 4354 32124, +49 7049 5178, +49 9528 80418",https://en.uptodown.com/about-us/stats,https://www.linkedin.com/company/uptodown/,Magento,"ai_interest, communication",50,C - Maybe,"communication: content; ai_interest: ki, ai, chatgpt; has services/customers/cases language; offers maintenance/support; agency language: partner","Focus on public-information sites: help visitors find answers across pages, PDFs and articles.",New,DE,Germany,,2026-05-24T23:50:16+00:00
www_askui_com,Askui,askui.com,https://www.askui.com/blog-posts/top-14-agentic-ai-tools,contentful agentur deutschland,Top 14 Agentic AI Tools for 2026: Benchmark Guide | AskUI Blog,"A benchmark-sourced roundup of 14 agentic AI tools across Android, desktop/OS-level, and browser categories, drawn from AndroidWorld, OSWorld, and WebArena. Based on benchmark visibility, not production readiness.",jane@company.com,,+49 201 08909,Acme Corp,,https://www.askui.com/enterprise/contact,https://www.linkedin.com/company/askui,Magento,"ai_interest, communication, seo",50,C - Maybe,"seo: seo; communication: content; ai_interest: ki, ai; offers maintenance/support","Focus on public-information sites: help visitors find answers across pages, PDFs and articles.",New,DE,Germany,,2026-05-24T23:52:50+00:00
en_us_hubspot_com,En Us Hubspot,en-us-hubspot.com,https://en-us-hubspot.com/,hubspot agentur deutschland,HubSpot CRM Solutions | All-in-One Platform for Business Growth,"Explore HubSpot's all-in-one CRM platform for marketing, sales, and customer service. Grow your business smarter and faster.",,,,,,https://en-us-hubspot.com/#about,,"HubSpot, Magento, Salesforce, Shopify","ai_interest, communication, seo",50,C - Maybe,"seo: seo; communication: content; ai_interest: ki, ai; offers maintenance/support",Replace HubSpot's basic search with BlueSearch for smarter lead-capture on client portals.,New,DE,Germany,,2026-05-24T23:53:46+00:00
www_francescolagori_it,Francescolagori,francescolagori.it,https://www.francescolagori.it/genere-definizione/,digitalagentur websites deutschland,"Genere definizione: guida completa per comprendere il concetto, le sfumature e l’impatto nella società - Francescolagori.it","Nell’era della comunicazione digitale e delle trasformazioni sociali, il termine genere assume molteplici sfaccettature. Questo articolo esplora la genere definizione da diverse prospettive: linguistica, sociologica, psicologica e culturale. L’obiettivo è offrire una visione chiara e utile, in grado di accompagnare studenti, insegnanti, professionisti e lettori curiosi verso una comprensione più accurata del tema. Preparati a…",,,,,,,,wordpress,"ai_interest, communication, seo, support, wordpress",50,B,wordpress x3 (+24); seo x1 (+5); ai interest x2 (+14),AI search as SEO + WordPress differentiator,New,DE,Germany,,2026-05-24T23:55:29+00:00
www_outletnutrition_es,Outletnutrition,outletnutrition.es,https://www.outletnutrition.es/producto/bplex-60-tabletas/,digitalagentur websites deutschland,BPLEX - 60 Tabletas – Outlet Nutrition,"Bplex de MTX Elite Nutrition es un complemento alimenticio que contiene vitaminas hidrosolubles del grupo B, conocidas por su importante rol como coenzimas en ciertas reacciones relacionas con la producción de energía, contribuyendo con un buen estado de salud. Además es una fórmula de origen completamente natural y saludable.",,,,,"+49 2601 3889, +49 631 792363951261, +49 951 261547631792",https://www.outletnutrition.es/contacto/,,"elementor, woocommerce, wordpress","ai_interest, communication, seo, support, wordpress",50,B,wordpress x5 (+24); seo x1 (+5); ai interest x2 (+14),AI search as SEO + WordPress differentiator,New,DE,Germany,,2026-05-24T23:57:10+00:00
www_proseagro_com,Proseagro,proseagro.com,https://www.proseagro.com/producto/b-plex-x-250-ml/,digitalagentur websites deutschland,B-PLEX  X  250 ML. – Proseagro,,proseagroca@gmail.com,,,,,,,"woocommerce, wordpress","ai_interest, communication, seo, support, wordpress",50,B,wordpress x4 (+24); seo x1 (+5); ai interest x2 (+14),AI search as SEO + WordPress differentiator,New,DE,Germany,,2026-05-24T23:57:38+00:00
www_eurocommerce_eu,Eurocommerce,eurocommerce.eu,https://www.eurocommerce.eu/2024/02/recommendations-to-improve-the-interpretation-of-and-compliance-with-article-6a-of-the-2019-price-indication-directive/,digitalagentur websites deutschland,Recommendations to improve the interpretation of and compliance with Article 6a of the 2019 Price Indication Directive - EuroCommerce,The voice of Retail and Wholesale in Europe,eurocommerce@eurocommerce.eu,,+32 2 737 05 98,,"+32 2 737 05 98, +49 202 42029",https://www.eurocommerce.eu/about-retail-wholesale/,https://www.linkedin.com/company/eurocommerce,wordpress,"ai_interest, communication, seo, support, wordpress",50,B,agency phrases x1 (+8); wordpress x2 (+16); seo x1 (+5); ai interest x2 (+14),AI search as SEO + WordPress differentiator,New,DE,Germany,,2026-05-24T23:57:43+00:00
corivetcr_com,Corivetcr,corivetcr.com,https://corivetcr.com/producto/b-plex-250ml/,digitalagentur websites deutschland,B-PLEX 250ml – Corivet S.A.,,"corivet@corivetcr.com, info@corivetcr.com, pawscare@mail.com",", , ",", , ",", , ","+506 2244 4422, +506 8363 0909",https://corivetcr.com/contacto/,,"elementor, woocommerce, wordpress","ai_interest, communication, seo, support, wordpress",50,B,wordpress x5 (+24); seo x1 (+5); ai interest x2 (+14),AI search as SEO + WordPress differentiator,New,DE,Germany,,2026-05-24T23:57:43+00:00
globallitigationnews_bakermckenzie_com,Bakermckenzie,bakermckenzie.com,https://globallitigationnews.bakermckenzie.com/2024/10/15/european-union-the-cjeu-confirms-that-a-price-reduction-must-be-calculated-based-on-the-lowest-price-in-the-last-30-days/,digitalagentur websites deutschland,European Union: The CJEU confirms that a price reduction must be calculated based on the lowest price in the last 30 days - Global Litigation News,In brief The Court of Justice of the European Union (CJEU) has held that Article 6a(1) and (2) of Directive 98/6/EC of the European Parliament and of the Council of 16 February 1998 on consumer protection in the indication of the prices of products offered to consumers (“Directive 98/6“) must be interpreted as meaning that,,,,,,https://globallitigationnews.bakermckenzie.com/2026/02/11/united-states-what-clarity-act-delay-reveals-about-crypto-regulation/,https://www.linkedin.com/company/baker-&-mckenzie,wordpress,"ai_interest, communication, seo, support, wordpress",50,B,wordpress x3 (+24); seo x1 (+5); ai interest x2 (+14),AI search as SEO + WordPress differentiator,New,DE,Germany,,2026-05-24T23:57:54+00:00
forum_doctissimo_fr,Doctissimo,doctissimo.fr,https://forum.doctissimo.fr/sante/medecines-douces/tricatione-efficace-sujet_167051_1.htm,webentwicklung deutschland,Tricatione - efficace ou non ? - Médecines complémentaires et alternatives - FORUM Santé - Club.doctissimo.fr,,,,,,,,,wordpress,"ai_interest, communication, seo, support, wordpress",50,B,agency phrases x1 (+8); wordpress x2 (+16); seo x1 (+5); ai interest x2 (+14),AI search as SEO + WordPress differentiator,New,DE,Germany,,2026-05-25T00:00:29+00:00
maaseutu_fi,Maaseutu,maaseutu.fi,https://maaseutu.fi/uusimaa/,webentwicklung deutschland,Uusimaa - Maaseutu.fi,"Tältä sivulta löydät Uudenmaan maaseudun ajankohtaiset uutiset ja tapahtumat, paikalliset tarinat sekä alueen yhteystiedot.",,,,,"+49 180 5 2026, +49 201 42020, +49 2062 026, +49 2204 2026, +49 30 62026",,,wordpress,"ai_interest, communication, seo, support, wordpress",50,B,wordpress x3 (+24); seo x1 (+5); ai interest x2 (+14),AI search as SEO + WordPress differentiator,New,DE,Germany,,2026-05-25T00:01:10+00:00
